ID,GEN,ARS,LAN,area,DH_demand,total_demand_cells,total_demand_area,share_DH,heat_density_DH,heat_density,DH_supplied_households
Großschönau-Hainewalde_146265214_c1,Großschönau-Hainewalde,146265214,Sachsen,0.72,6483.549681275646,10274.644285202026,19208.609375,38.81123014327642,9.004930112882843,26.678624131944446,747.0
Löbau_146265220_c0,Löbau,146265220,Sachsen,0.115,211.6746421841724,465.8993492126465,1994.5146484375,12.203154057133816,1.8406490624710645,17.343605638586958,30.0
Löbau_146265220_c1,Löbau,146265220,Sachsen,0.26,225.7077600608173,737.6820602416992,3048.6328125,8.512984862408198,0.8681067694646819,11.725510817307692,18.0
Löbau_146265220_c2,Löbau,146265220,Sachsen,1.66,16419.755801470907,30162.122581481934,61283.5234375,30.80799656382231,9.891419157512594,36.91778520331325,2695.0
Neusalza-Spremberg_146265224_c1,Neusalza-Spremberg,146265224,Sachsen,0.085,240.90083272233397,456.82052993774414,2244.30859375,12.342303418896627,2.834127443792165,26.40363051470589,13.0
Olbersdorf_146265227_c0,Olbersdorf,146265227,Sachsen,0.03,260.3883947452105,702.6802978515625,1676.3983154296875,17.86014162847718,8.679613158173684,55.87994384765625,13.0
Olbersdorf_146265227_c2,Olbersdorf,146265227,Sachsen,1.01,8798.490846414454,13929.827002048492,29475.9609375,34.32264150501802,8.711377075657875,29.18411974009901,1458.0
Olbersdorf_146265227_c3,Olbersdorf,146265227,Sachsen,0.18,344.09725390978707,967.768497467041,4141.5185546875,9.553490702242744,1.9116514106099283,23.008436414930557,26.0
Oppach-Beiersdorf_146265228_c0,Oppach-Beiersdorf,146265228,Sachsen,0.035,182.32903853893512,435.462589263916,768.7301025390625,27.27234260144246,5.209401101112433,21.96371721540179,9.0
Reichenbach/O.L._146265232_c0,Reichenbach/O.L.,146265232,Sachsen,0.355,1418.3605483865417,3874.878133893013,11530.5107421875,14.14420649586326,3.9953818264409624,32.48031194982394,245.0
Reichenbach/O.L._146265232_c1,Reichenbach/O.L.,146265232,Sachsen,0.055,186.2558027832126,413.2735137939453,1791.417724609375,11.955106109296903,3.3864691415129564,32.57123135653409,19.0
Rietschen_146265233_c0,Rietschen,146265233,Sachsen,0.295,195.468442976218,396.2435607910156,4255.94580078125,5.281059431216232,0.6626048914448068,14.426934917902543,22.0
Rothenburg/O.L._146265235_c0,Rothenburg/O.L.,146265235,Sachsen,0.965,2631.1719908920118,5046.313754081726,15550.0400390625,19.45620868201285,2.7266030993699606,16.114031128562175,460.0
Schleife_146265237_c2,Schleife,146265237,Sachsen,0.17,324.4473259211407,1008.0022773742676,3562.05908203125,10.473300643285253,1.9085136818890633,20.953288717830887,40.0
Weißwasser/O.L._146265242_c0,Weißwasser/O.L.,146265242,Sachsen,3.795,39103.64889328371,67271.21188735962,121567.8203125,36.98615154453917,10.303991803236814,32.03368124176548,5763.0
Weißer Schöps/Neiße_146265503_c0,Weißer Schöps/Neiße,146265503,Sachsen,0.085,508.09441125899747,1282.5010986328125,2889.2900390625,20.220587402758895,5.977581308929383,33.99164751838236,26.0
Coswig_146270010_c0,Coswig,146270010,Sachsen,3.035,34753.434924120615,54210.11518239975,98375.546875,40.621042570869854,11.450884653746497,32.41368925041186,5904.0
Coswig_146270010_c2,Coswig,146270010,Sachsen,0.31,212.02036147889436,828.5526712834835,2387.6376953125,10.210561694943344,0.6839366499319173,7.7020570816532254,43.0
Coswig_146270010_c3,Coswig,146270010,Sachsen,0.015,187.06239649130265,863.5998306274414,1298.9627685546875,16.558854135470227,12.47082643275351,86.59751790364584,44.0
Gröditz_146270050_c0,Gröditz,146270050,Sachsen,1.495,15508.411356123806,21932.788160681725,37418.140625,47.65687918885046,10.373519301755056,25.028856605351173,2527.0
Großenhain_146270060_c0,Großenhain,146270060,Sachsen,3.865,14816.404623587025,29878.06204712391,84303.0390625,20.208779662264128,3.833481144524457,21.81191178848642,3070.0
Klipphausen_146270100_c4,Klipphausen,146270100,Sachsen,0.025,175.55411379375738,673.9947128295898,795.560791015625,25.373368679694792,7.022164551750296,31.822431640625005,23.0
Lommatzsch_146270130_c0,Lommatzsch,146270130,Sachsen,0.125,466.29423927900604,2060.8300857543945,7394.02001953125,7.251367536533154,3.7303539142320483,59.15216015625,31.0
